url,Average Relevance,Type of Blog,Memo
https://www.informit.com/articles/article.aspx?p=1317547&seqNum=5,3.428571429,Technology Vendor: books,"Click on logo, page states ""We are the online presence of the family of information technology publishers and brands of Pearson"""
https://www.informit.com/articles/article.aspx?p=1335648,4,Technology Vendor: books,Same as above
https://www.informit.com/articles/article.aspx?p=1850815,4,Technology Vendor: books,Same as above
https://www.informit.com/articles/article.aspx?p=2995357,3,Technology Vendor: books,Same as above
https://www.informit.com/articles/article.aspx?p=31086&seqNum=5,4,Technology Vendor: books,Same as above
https://blog.sap-press.com/how-to-use-the-apache-camel-framework-for-message-processing-in-sap,3,Technology Vendor: books,"Bottom of page ""About us?. Multiple authors. All articles relate to SAP. Run by a publishing company and book vendor. "
https://enterprisebotmanager.com/a-breakdown-of-chatbot-architecture-and-how-it-works/,3,Technology Vendor: chatbots,Company elm stands for ?The Enterprise Chatbot Platform? 
https://flow.ai/blog/kb-different-kinds-of-chatbots,2,Technology Vendor: chatbots,"Click logo, page states ""Intelligent Automation using bots?"
https://www.tidio.com/blog/how-to-create-a-chatbot-for-a-website/,3,Technology Vendor: chatbots,"""Product"" and ""pricing"" in menu mentioning ""live operators"" and ""chatbots"""
https://apprenda.com/library/architecture/types-of-middleware/,1.5,Technology Vendor: cloud,"Click on logo, page states ?One Platform for Cloud Native and Existing Applications?"
https://aws.amazon.com/blogs/aws/all-your-data-fluentd/,3,Technology Vendor: cloud,"Bottom of page, What is AWS states ?Amazon Web Services? cloud platform?"
https://blog.cloudera.com/flafka-apache-flume-meets-apache-kafka-for-event-processing/,4,Technology Vendor: cloud,"Bottom of page, About states ""Cloudera delivers a hybrid data cloud for any data, ?anywhere, across the entire data lifecycle.?"
https://blog.datahut.co/scraping-nasdaq-news-using-python/,2,Technology Vendor: cloud,"Bottom of page, About states ""Datahut helps businesses get structured data feeds from ?any website through our cloud-based data as a service platform.˜?"
https://blog.panoply.io/17-great-etl-tools-and-the-case-for-saying-no-to-etl,3,Technology Vendor: cloud,"Click on logo, title is ?Managed ELT + Cloud Data Warehouse?"
https://blog.treasuredata.com/blog/2013/08/20/amazon-recommends-fluentd-as-best-practice-for-data-collection-over-flume-and-scribe/,2,Technology Vendor: cloud,?Offers cloud service for big data?
https://blogs.informatica.com/2019/07/09/6-awesome-benefits-you-gain-by-using-an-integration-hub/,3,Technology Vendor: cloud,?About us?
https://cloudonaut.io/versus/messaging/msk-vs-mq/,3,Technology Vendor: cloud,"Click on logo, page title ?Your launchpad for Amazon Web Services?"
https://developers.redhat.com/blog/2016/08/02/the-hardest-part-about-microservices-your-data/,2,Technology Vendor: cloud,"Click logo, menu, states ?Read developer tutorials and download Red Hat software ?for cloud application development.?"
https://developers.redhat.com/blog/2019/05/20/subsecond-deployment-and-startup-of-apache-camel-applications/,4,Technology Vendor: cloud,Same as above
https://developers.redhat.com/blog/2020/01/10/architecting-messaging-solutions-with-apache-activemq-artemis/,3,Technology Vendor: cloud,Same as above
https://epsagon.com/development/kafka-rabbitmq-or-kinesis-solution-comparison/,3.5,Technology Vendor: cloud,"Menu, product overview states ?Epsagon simplifies modern cloud application development?"
https://logz.io/blog/fluentd-logstash/,4,Technology Vendor: cloud,"Click on logo page states ""END-TO-END CLOUD MONITORING BUILT FOR SCALE"""
https://logz.io/blog/fluentd-vs-fluent-bit/,4,Technology Vendor: cloud,Same as above
https://openliberty.io/blog/2018/06/29/full_java_ee_8_liberty_18002.html,2,Technology Vendor: cloud,"Click on logo, page states ""A lightweight open framework for building fast and efficient cloud-native Java microservices."""
https://openliberty.io/guides/rest-client-java.html,4,Technology Vendor: cloud,"Click on logo, page states ""A lightweight open framework for building fast and efficient cloud-native Java microservices."""
https://statsbot.co/blog/open-source-etl/,3,Technology Vendor: cloud,"Click on logo, page menu contains ""Product"" and states ""Cube Cloud is the fastest way to develop data applications"""
https://tanzu.vmware.com/content/blog/understanding-when-to-use-rabbitmq-or-apache-kafka,4.052631579,Technology Vendor: cloud,"VMware Tanzu Developer. Googled VMware which states ""VMware, Inc. is an American cloud computing and virtualization technology company """
https://wso2.com/library/articles/2019/12/asynchronous-message-based-communication/,3,Technology Vendor: cloud,"Click on logo, page states ""Introducing WSO2 Private Cloud"". ""Product"" in menu. "
https://www.cloudamqp.com/blog/2014-12-03-what-is-message-queuing.html,2,Technology Vendor: cloud,"Click on logo. Page has ""pricing anfd availability"" button. ""About"" page states ""dedicated to simplifying cloud infrastructure for developers. """
https://www.cloudamqp.com/blog/2015-05-18-part1-rabbitmq-for-beginners-what-is-rabbitmq.html,4,Technology Vendor: cloud,Same as above
https://www.cloudamqp.com/blog/2015-09-03-part4-rabbitmq-for-beginners-exchanges-routing-keys-bindings.html,4,Technology Vendor: cloud,Same as above
https://www.cloudamqp.com/blog/2016-09-13-asynchronous-communication-with-rabbitmq.html,3,Technology Vendor: cloud,Same as above
https://www.cloudamqp.com/blog/2017-12-29-part1-rabbitmq-best-practice.html,3.75,Technology Vendor: cloud,Same as above
https://www.cloudamqp.com/blog/2018-01-08-part2-rabbitmq-best-practice-for-high-performance.html,3.75,Technology Vendor: cloud,Same as above
https://www.cloudamqp.com/blog/2018-12-10-real-world-rabbitmq-deployments.html,4,Technology Vendor: cloud,Same as above
https://www.cloudamqp.com/blog/2019-03-28-rabbitmq-quorum-queues.html,4,Technology Vendor: cloud,Same as above
https://www.cloudamqp.com/blog/2019-11-13-the-relationship-between-connections-and-channels-in-rabbitmq.html,4,Technology Vendor: cloud,Same as above
https://www.cloudamqp.com/blog/2019-12-12-when-to-use-rabbitmq-or-apache-kafka.html,4.264705882,Technology Vendor: cloud,Same as above
https://www.cloudamqp.com/blog/2020-04-03-why-use-rabbitmq-in-a-microservice-architecture.html,3.333333333,Technology Vendor: cloud,Same as above
https://www.confluent.de/blog/analytics-with-apache-kafka-and-rockset/,4,Technology Vendor: cloud,"""Products"" menu mentions ""Confluent Cloud"",""Software: Confluent Platform"", ""Connectors"" and ""ksqlDB"""
https://www.confluent.io/blog/apache-kafka-vs-enterprise-service-bus-esb-friends-enemies-or-frenemies/,4,Technology Vendor: cloud,Same as above
https://www.confluent.de/blog/event-streaming-platform-1/,4,Technology Vendor: cloud,Same as above
https://www.confluent.io/blog/kafka-fastest-messaging-system/,3.833333333,Technology Vendor: cloud,Same as above
https://www.confluent.io/blog/build-deploy-scalable-machine-learning-production-apache-kafka/,4.5,Technology Vendor: cloud,Same as above
https://www.confluent.io/blog/building-a-telegram-bot-powered-by-kafka-and-ksqldb/,3.666666667,Technology Vendor: cloud,Same as above
https://www.datadoghq.com/blog/rabbitmq-monitoring/,3,Technology Vendor: cloud,"has ""product"" and ""pricing"" in menu.""About "" page states ""Datadog is the essential monitoring and security platform for cloud applications.""."
https://www.lightbend.com/microservices/reactive-microservices-why-asynchronous-communication,4,Technology Vendor: cloud,"""About us"" page states ""make it simple to build distributed applications that span from the cloud to the edge and beyond."""
https://divante.com/blog/what-are-microservices-introduction-to-microservice-architecture-for-ecommerce-2/,2.5,Technology Vendor: eCommerce,"Menu, about us, ""Divante is an eCommerce Technology Company."""
https://www.bigcommerce.com/blog/microservices/,2.5,Technology Vendor: eCommerce,"Click logo, page states ""Start with the rock-solid foundation of a powerful ecommerce platform."""
https://www.otto.de/jobs/technology/techblog/artikel/on-monoliths-and-microservices_2015-09-30.php,3,Technology Vendor: eCommerce,"German. Googled ""otto"" which stated ""one of the world's biggest e-commerce companies"""
https://www.xplenty.com/blog/5-real-time-streaming-platforms-big-data/,1.833333333,Technology Vendor: eCommerce,"""product"" in menu. Click on logo, page states ""Data Warehouse Integration Platform Designed for E-commerce."""
https://www.xplenty.com/blog/top-7-etl-tools/,3.333333333,Technology Vendor: eCommerce,"""product"" in menu. Click on logo, page states ""Data Warehouse Integration Platform Designed for E-commerce."""
https://www.capitalone.com/tech/software-engineering/10-microservices-best-practices/,3,Technology vendor: finance,"Menu has ""credit cards"", ""checking and savings""etc. "
https://developers.refinitiv.com/article/10-important-things-you-need-know-you-write-elektron-real-time-application,4,Technology Vendor: Finance,Googled ?refinitiv? which states ?Refinitiv˜provides financial software and risk solutions?
https://developers.refinitiv.com/en/article-catalog/article/10-important-things-you-need-know-you-write-elektron-real-time-application,3.5,Technology Vendor: Finance,Same as above
https://blog.infermedica.com/three-challenges-youre-going-to-face-when-building-a-chatbot/,3,Technology Vendor: healthcare,"Bottom of page, About states ?provide AI-driven support for health professionals?"
https://blog.interfaceware.com/enterprise-integration-considerations-high-performance/,3,Technology Vendor: healthcare,?About us? states ?healthcare providers use our engine??
https://blog.interfaceware.com/hl7-message-throughput-is-a-critical-metric-for-interface-engines/,3,Technology Vendor: healthcare,Same as above
https://www.lyniate.com/knowledge-hub/modern-interface-engine/,2,Technology Vendor: healthcare,"404 error. ""products"", ""services"" and ""get a demo"" in menu. "
https://www.sartorius.com/en/products/process-analytical-technology/data-analytics-software/real-time-process-monitoring-software,2,Technology Vendor: healthcare,"""About"" page states ""Partner of Life Science Research and the Biopharmaceutical Industry"""
https://blogs.mulesoft.com/dev/microservice-design-principles/,3,Technology Vendor: integration,"Googled ?Mulesoft? which stated ?provides integration software for? connecting applications, data and devices.?"
https://blogs.mulesoft.com/dev/microservices-dev/microservice-design-principles/,2,Technology Vendor: integration,Same as above
https://blogs.opentext.com/b2b-integration-solution/,3,Technology Vendor: integration,?About us? page states ?integrated Information Management platform?
https://businessnetwork.opentext.com/data-transformation-tools/,3,Technology Vendor: integration,Same company as number 88.
https://cakeboxsolutions.com/middleware/,4,Technology Vendor: integration,"?About us? states ""Cakebox is a leading enterprise level integration solutions group ?"
https://camel.apache.org/blog/2019/12/Camel3-Whatsnew/,2,Technology Vendor: integration,"Click on logo, page states ""Camel is an Open Source integration framework?"
https://camel.apache.org/community/articles/,2.4,Technology Vendor: integration,Same as above
https://camel.apache.org/community/user-stories/,2.5,Technology Vendor: integration,Same as above
https://datavirtuality.com/blog-etl-tools-and-processes/,4,Technology Vendor: integration,"Menu, Company, Our mission, ?provides high-performance real-time data integration?"
https://datavirtuality.de/lernen/ressourcen/ueberblick-ueber-die-etl-tools-und-prozesse-2019/,3,Technology Vendor: integration,Same as above
https://www.mulesoft.com/resources/api/what-is-rest-api-design,3,Technology Vendor: integration,"""products"" in menu. Click on logo, page states ""Sign up for a free 30-day trial"" and ""MuleSoft?s Anypoint Platform? is the world?s leading integration platform"""
https://www.mulesoft.com/resources/esb/integration-middleware-technology,2,Technology Vendor: integration,same as above
https://www.mulesoft.com/resources/esb/mule-vs-camel-comparison,3,Technology Vendor: integration,same as above
https://www.alooma.com/blog/etl-tools-comparison,2,Technology Vendor: integration,"Click on logo, page states ""Alooma has you covered with the world?s most powerful data integration platform."""
https://blog.mi.hdm-stuttgart.de/index.php/2020/03/09/distributed-stream-processing-frameworks-what-they-are-and-how-they-perform/,3.6,University blog,German. ?Impressium? page mentions ?The Stuttgart Media University?
https://blog.mi.hdm-stuttgart.de/index.php/2020/04/13/open-source-batch-and-stream-processing-realtime-analysis-of-big-data/,3,University blog,Same as above
https://onlinemasters.ohio.edu/blog/big-data-analytics-tools/,3,University blog,"URL is "".edu"". Ohio university. "
